"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2188","LOGIN_TC20: ký tự đặc biệt Unicode trong username","Login Module","2026-09-05","passed","2026-09-05","","","",""
"","4364","LOGIN_TC19: username quá dài (>255 ký tự)","Login Module","2026-09-05","passed","2026-09-05","","","",""
"","7452","LOGIN_TC15: đăng xuất (Logout)","Login Module","2026-09-05","passed","2026-09-05","","","",""
"","5737","LOGIN_TC12: Forgot Password — điều hướng","Login Module","2026-09-05","passed","2026-09-05","","","",""
"","6176","LOGIN_TC14: reset password — click Cancel","Login Module","2026-09-05","passed","2026-09-05","","","",""
"","0","LOGIN_TC07: username phân biệt hoa thường","","2026-09-05","skipped","2026-09-05","","","",""
"","2048","LOGIN_TC06: bỏ trống cả username và password","Login Module","2026-09-05","passed","2026-09-05","","","",""
"","4303","LOGIN_TC18: nhớ trạng thái đăng nhập khi refresh","Login Module","2026-09-05","passed","2026-09-05","","","",""
"","2161","LOGIN_TC16: truy cập trang nội bộ khi chưa login","Login Module","2026-09-05","passed","2026-09-05","","","",""
"","6690","LOGIN_TC02: đăng nhập thất bại với password sai","Login Module","2026-09-05","passed","2026-09-05","","","",""
"","4320","LOGIN_TC09: password phân biệt hoa thường","Login Module","2026-09-05","passed","2026-09-05","","","",""
"","5558","LOGIN_TC03: đăng nhập thất bại với username sai","Login Module","2026-09-05","passed","2026-09-05","","","",""
"","0","LOGIN_TC17: session sau khi logout (nút Back)","","2026-09-05","skipped","2026-09-05","","","",""
"","1","LOGIN_TC08: khoảng trắng thừa trong username","","2026-09-05","skipped","2026-09-05","","","",""
"","3475","LOGIN_TC10: SQL Injection cơ bản trong username","Login Module","2026-09-05","passed","2026-09-05","","","",""
"","3137","LOGIN_TC04: bỏ trống username","Login Module","2026-09-05","passed","2026-09-05","","","",""
"","2506","LOGIN_TC11: XSS trong ô username","Login Module","2026-09-05","passed","2026-09-05","","","",""
"","2698","LOGIN_TC05: bỏ trống password","Login Module","2026-09-05","passed","2026-09-05","","","",""
"","5106","LOGIN_TC01: đăng nhập thành công với tài khoản hợp lệ","Login Module","2026-09-05","passed","2026-09-05","","","",""
"","0","LOGIN_TC13: reset password với username hợp lệ","","2026-09-05","skipped","2026-09-05","","","",""
