"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4535","LOGIN_TC04: bỏ trống username","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","5651","LOGIN_TC12: Forgot Password — điều hướng","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","8414","LOGIN_TC03: đăng nhập thất bại với username sai","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","9355","LOGIN_TC15: đăng xuất (Logout)","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","122","MYINFO_TC13: Verify the email format is invalid.","OrangeHRM - My Info - Contact Details","2026-08-11","passed","2026-08-11","","","",""
"","","MYINFO_TC19: Upload Avatar with an invalid format)","OrangeHRM - My Info - Avatar","2026-08-11","unknown","","","","",""
"","7547","LOGIN_TC11: XSS trong ô username","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","0","LOGIN_TC17: session sau khi logout (nút Back)","","2026-08-11","skipped","2026-08-11","","","",""
"","25099","ADDEMP_TC01: thêm nhân viên mới thành công với thông tin hợp lệ","PIM - Add Employee","2026-08-11","broken","2026-08-11","","","",""
"","5939","LOGIN_TC18: nhớ trạng thái đăng nhập khi refresh","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","3194","LOGIN_TC16: truy cập trang nội bộ khi chưa login","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","13495","MYINFO_TC24: XSS payload in Street 1 is stored as plain text and not executed","OrangeHRM - My Info - Contact Details","2026-08-11","failed","2026-08-11","","","",""
"","2359","MYINFO_TC09: Manually input Date of Birth with wrong format","OrangeHRM - My Info - Personal Details","2026-08-11","passed","2026-08-11","","","",""
"","161","MYINFO_TC12: Verify the number contains letters.","OrangeHRM - My Info - Contact Details","2026-08-11","passed","2026-08-11","","","",""
"","3609","MYINFO_TC07: Input valid Date of Birth","OrangeHRM - My Info - Personal Details","2026-08-11","passed","2026-08-11","","","",""
"","9082","LOGIN_TC10: SQL Injection cơ bản trong username","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","4083","MYINFO_TC01: View Personal Details","OrangeHRM - My Info - Personal Details","2026-08-11","passed","2026-08-11","","","",""
"","10237","MYINFO_TC04: Input Employee ID","OrangeHRM - My Info - Personal Details","2026-08-11","passed","2026-08-11","","","",""
"","16770","LOGIN_TC01: đăng nhập thành công với tài khoản hợp lệ","Login Module","2026-08-11","failed","2026-08-11","","","",""
"","0","LOGIN_TC08: khoảng trắng thừa trong username","","2026-08-11","skipped","2026-08-11","","","",""
"","5978","MYINFO_TC03: Update without First Name","OrangeHRM - My Info - Personal Details","2026-08-11","passed","2026-08-11","","","",""
"","3964","LOGIN_TC14: reset password — click Cancel","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","5772","MYINFO_TC08: Future Date of Birth is accepted","OrangeHRM - My Info - Personal Details","2026-08-11","passed","2026-08-11","","","",""
"","10231","MYINFO_TC11: Update Contact Details","OrangeHRM - My Info - Contact Details","2026-08-11","failed","2026-08-11","","","",""
"","2292","LOGIN_TC20: ký tự đặc biệt Unicode trong username","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","10914","ADDEMP_TC02: không cho lưu khi bỏ trống First Name","PIM - Add Employee","2026-08-11","passed","2026-08-11","","","",""
"","17992","LOGIN_TC19: username quá dài (>255 ký tự)","Login Module","2026-08-11","broken","2026-08-11","","","",""
"","4093","LOGIN_TC06: bỏ trống cả username và password","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","3061","MYINFO_TC10: Choose Gender","OrangeHRM - My Info - Personal Details","2026-08-11","passed","2026-08-11","","","",""
"","11177","MYINFO_TC02 - Update First/Last Name successful","OrangeHRM - My Info - Personal Details","2026-08-11","passed","2026-08-11","","","",""
"","9900","LOGIN_TC09: password phân biệt hoa thường","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","4020","LOGIN_TC05: bỏ trống password","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","0","LOGIN_TC07: username phân biệt hoa thường","","2026-08-11","skipped","2026-08-11","","","",""
"","0","LOGIN_TC13: reset password với username hợp lệ","","2026-08-11","skipped","2026-08-11","","","",""
"","19607","LOGIN_TC02: đăng nhập thất bại với password sai","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","3870","MYINFO_TC26: Name with Vietnamese diacritics is saved and displayed correctly","OrangeHRM - My Info - Personal Details","2026-08-11","passed","2026-08-11","","","",""
"","23635","MYINFO_TC18: Upload Avatar with a valid image)","OrangeHRM - My Info - Avatar","2026-08-11","passed","2026-08-11","","","",""
"","16160","ADDEMP_TC03: thêm nhân viên kèm tài khoản đăng nhập (ESS)","PIM - Add Employee","2026-08-11","broken","2026-08-11","","","",""
"","6274","MYINFO_TC06: Choose Marital Status","OrangeHRM - My Info - Personal Details","2026-08-11","passed","2026-08-11","","","",""
"","7884","MYINFO_TC05: Choose Nationality","OrangeHRM - My Info - Personal Details","2026-08-11","passed","2026-08-11","","","",""
