"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1257","LOGIN_TC04: bỏ trống username","Login Module","2026-08-29","passed","2026-08-29","","","",""
"","17204","LOGIN_TC19: username quá dài (>255 ký tự)","Login Module","2026-08-29","broken","2026-08-29","","","",""
"","1318","LOGIN_TC05: bỏ trống password","Login Module","2026-08-29","passed","2026-08-29","","","",""
"","3488","LOGIN_TC18: nhớ trạng thái đăng nhập khi refresh","Login Module","2026-08-29","passed","2026-08-29","","","",""
"","0","LOGIN_TC17: session sau khi logout (nút Back)","","2026-08-29","skipped","2026-08-29","","","",""
"","1931","LOGIN_TC12: Forgot Password — điều hướng","Login Module","2026-08-29","passed","2026-08-29","","","",""
"","2260","LOGIN_TC10: SQL Injection cơ bản trong username","Login Module","2026-08-29","passed","2026-08-29","","","",""
"","2431","LOGIN_TC16: truy cập trang nội bộ khi chưa login","Login Module","2026-08-29","passed","2026-08-29","","","",""
"","2371","LOGIN_TC09: password phân biệt hoa thường","Login Module","2026-08-29","passed","2026-08-29","","","",""
"","12495","LOGIN_TC02: đăng nhập thất bại với password sai","Login Module","2026-08-29","failed","2026-08-29","","","",""
"","0","LOGIN_TC07: username phân biệt hoa thường","","2026-08-29","skipped","2026-08-29","","","",""
"","1043","LOGIN_TC06: bỏ trống cả username và password","Login Module","2026-08-29","passed","2026-08-29","","","",""
"","2335","LOGIN_TC20: ký tự đặc biệt Unicode trong username","Login Module","2026-08-29","passed","2026-08-29","","","",""
"","2425","LOGIN_TC14: reset password — click Cancel","Login Module","2026-08-29","passed","2026-08-29","","","",""
"","0","LOGIN_TC13: reset password với username hợp lệ","","2026-08-29","skipped","2026-08-29","","","",""
"","2207","LOGIN_TC11: XSS trong ô username","Login Module","2026-08-29","passed","2026-08-29","","","",""
"","1","LOGIN_TC08: khoảng trắng thừa trong username","","2026-08-29","skipped","2026-08-29","","","",""
"","4345","LOGIN_TC01: đăng nhập thành công với tài khoản hợp lệ","Login Module","2026-08-29","passed","2026-08-29","","","",""
"","2150","LOGIN_TC03: đăng nhập thất bại với username sai","Login Module","2026-08-29","passed","2026-08-29","","","",""
"","3694","LOGIN_TC15: đăng xuất (Logout)","Login Module","2026-08-29","passed","2026-08-29","","","",""
