"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1290","LOGIN_TC06: bỏ trống cả username và password","Login Module","2026-08-12","passed","2026-08-12","","","",""
"","906","MYINFO_TC09: Manually input Date of Birth with wrong format","OrangeHRM - My Info - Personal Details","2026-08-12","passed","2026-08-12","","","",""
"","2296","MYINFO_TC06: Choose Marital Status","OrangeHRM - My Info - Personal Details","2026-08-12","passed","2026-08-12","","","",""
"","3806","LOGIN_TC18: nhớ trạng thái đăng nhập khi refresh","Login Module","2026-08-12","passed","2026-08-12","","","",""
"","11431","ADDEMP_TC01: thêm nhân viên mới thành công với thông tin hợp lệ","PIM - Add Employee","2026-08-12","broken","2026-08-12","","","",""
"","1416","MYINFO_TC03: Update without First Name","OrangeHRM - My Info - Personal Details","2026-08-12","passed","2026-08-12","","","",""
"","0","LOGIN_TC17: session sau khi logout (nút Back)","","2026-08-12","skipped","2026-08-12","","","",""
"","1566","LOGIN_TC12: Forgot Password — điều hướng","Login Module","2026-08-12","passed","2026-08-12","","","",""
"","12034","ADDEMP_TC02: không cho lưu khi bỏ trống First Name","PIM - Add Employee","2026-08-12","broken","2026-08-12","","","",""
"","1985","LOGIN_TC05: bỏ trống password","Login Module","2026-08-12","passed","2026-08-12","","","",""
"","5991","LOGIN_TC02: đăng nhập thất bại với password sai","Login Module","2026-08-12","passed","2026-08-12","","","",""
"","5103","MYINFO_TC20: Upload Avatar with an oversized file)","OrangeHRM - My Info - Avatar","2026-08-12","passed","2026-08-12","","","",""
"","11842","MYINFO_TC07: Input valid Date of Birth","OrangeHRM - My Info - Personal Details","2026-08-12","failed","2026-08-12","","","",""
"","2719","MYINFO_TC26: Name with Vietnamese diacritics is saved and displayed correctly","OrangeHRM - My Info - Personal Details","2026-08-12","passed","2026-08-12","","","",""
"","1796","LOGIN_TC16: truy cập trang nội bộ khi chưa login","Login Module","2026-08-12","passed","2026-08-12","","","",""
"","1965","LOGIN_TC11: XSS trong ô username","Login Module","2026-08-12","passed","2026-08-12","","","",""
"","4624","MYINFO_TC04: Input Employee ID","OrangeHRM - My Info - Personal Details","2026-08-12","passed","2026-08-12","","","",""
"","3854","LOGIN_TC15: đăng xuất (Logout)","Login Module","2026-08-12","passed","2026-08-12","","","",""
"","19931","""before all"" hook for OrangeHRM - My Info - Contact Details","","2026-08-12","broken","2026-08-12","","","",""
"","13591","MYINFO_TC02 - Update First/Last Name successful","OrangeHRM - My Info - Personal Details","2026-08-12","failed","2026-08-12","","","",""
"","2777","LOGIN_TC09: password phân biệt hoa thường","Login Module","2026-08-12","passed","2026-08-12","","","",""
"","1541","MYINFO_TC10: Choose Gender","OrangeHRM - My Info - Personal Details","2026-08-12","passed","2026-08-12","","","",""
"","1878","LOGIN_TC20: ký tự đặc biệt Unicode trong username","Login Module","2026-08-12","passed","2026-08-12","","","",""
"","0","LOGIN_TC08: khoảng trắng thừa trong username","","2026-08-12","skipped","2026-08-12","","","",""
"","1970","LOGIN_TC04: bỏ trống username","Login Module","2026-08-12","passed","2026-08-12","","","",""
"","3902","LOGIN_TC19: username quá dài (>255 ký tự)","Login Module","2026-08-12","passed","2026-08-12","","","",""
"","6095","LOGIN_TC01: đăng nhập thành công với tài khoản hợp lệ","Login Module","2026-08-12","passed","2026-08-12","","","",""
"","5560","LOGIN_TC03: đăng nhập thất bại với username sai","Login Module","2026-08-12","passed","2026-08-12","","","",""
"","11446","MYINFO_TC08: Future Date of Birth is accepted","OrangeHRM - My Info - Personal Details","2026-08-12","failed","2026-08-12","","","",""
"","2061","MYINFO_TC05: Choose Nationality","OrangeHRM - My Info - Personal Details","2026-08-12","passed","2026-08-12","","","",""
"","10686","ADDEMP_TC03: thêm nhân viên kèm tài khoản đăng nhập (ESS)","PIM - Add Employee","2026-08-12","broken","2026-08-12","","","",""
"","7887","MYINFO_TC18: Upload Avatar with a valid image)","OrangeHRM - My Info - Avatar","2026-08-12","passed","2026-08-12","","","",""
"","3944","MYINFO_TC01: View Personal Details","OrangeHRM - My Info - Personal Details","2026-08-12","passed","2026-08-12","","","",""
"","2041","LOGIN_TC10: SQL Injection cơ bản trong username","Login Module","2026-08-12","passed","2026-08-12","","","",""
"","2381","LOGIN_TC14: reset password — click Cancel","Login Module","2026-08-12","passed","2026-08-12","","","",""
"","0","LOGIN_TC07: username phân biệt hoa thường","","2026-08-12","skipped","2026-08-12","","","",""
"","0","LOGIN_TC13: reset password với username hợp lệ","","2026-08-12","skipped","2026-08-12","","","",""
"","5594","MYINFO_TC19: Upload Avatar with an invalid format)","OrangeHRM - My Info - Avatar","2026-08-12","passed","2026-08-12","","","",""
