"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3825","LOGIN_TC18: nhớ trạng thái đăng nhập khi refresh","Login Module","2026-09-14","passed","2026-09-14","","","",""
"","2593","LOGIN_TC19: username quá dài (>255 ký tự)","Login Module","2026-09-14","passed","2026-09-14","","","",""
"","1050","LOGIN_TC06: bỏ trống cả username và password","Login Module","2026-09-14","passed","2026-09-14","","","",""
"","0","LOGIN_TC08: khoảng trắng thừa trong username","","2026-09-14","skipped","2026-09-14","","","",""
"","0","LOGIN_TC13: reset password với username hợp lệ","","2026-09-14","skipped","2026-09-14","","","",""
"","10797","LOGIN_TC01: đăng nhập thành công với tài khoản hợp lệ","Login Module","2026-09-14","passed","2026-09-14","","","",""
"","2140","LOGIN_TC20: ký tự đặc biệt Unicode trong username","Login Module","2026-09-14","passed","2026-09-14","","","",""
"","1261","LOGIN_TC04: bỏ trống username","Login Module","2026-09-14","passed","2026-09-14","","","",""
"","2057","LOGIN_TC16: truy cập trang nội bộ khi chưa login","Login Module","2026-09-14","passed","2026-09-14","","","",""
"","1246","LOGIN_TC05: bỏ trống password","Login Module","2026-09-14","passed","2026-09-14","","","",""
"","2433","LOGIN_TC14: reset password — click Cancel","Login Module","2026-09-14","passed","2026-09-14","","","",""
"","2121","LOGIN_TC03: đăng nhập thất bại với username sai","Login Module","2026-09-14","passed","2026-09-14","","","",""
"","3960","LOGIN_TC15: đăng xuất (Logout)","Login Module","2026-09-14","passed","2026-09-14","","","",""
"","1801","LOGIN_TC12: Forgot Password — điều hướng","Login Module","2026-09-14","passed","2026-09-14","","","",""
"","2363","LOGIN_TC09: password phân biệt hoa thường","Login Module","2026-09-14","passed","2026-09-14","","","",""
"","2138","LOGIN_TC10: SQL Injection cơ bản trong username","Login Module","2026-09-14","passed","2026-09-14","","","",""
"","0","LOGIN_TC07: username phân biệt hoa thường","","2026-09-14","skipped","2026-09-14","","","",""
"","2095","LOGIN_TC11: XSS trong ô username","Login Module","2026-09-14","passed","2026-09-14","","","",""
"","3717","LOGIN_TC02: đăng nhập thất bại với password sai","Login Module","2026-09-14","passed","2026-09-14","","","",""
"","0","LOGIN_TC17: session sau khi logout (nút Back)","","2026-09-14","skipped","2026-09-14","","","",""
