"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2200","LOGIN_TC20: ký tự đặc biệt Unicode trong username","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","2679","LOGIN_TC09: password phân biệt hoa thường","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","2473","LOGIN_TC14: reset password — click Cancel","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","1128","LOGIN_TC04: bỏ trống username","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","3857","LOGIN_TC15: đăng xuất (Logout)","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","2203","LOGIN_TC11: XSS trong ô username","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","1","LOGIN_TC08: khoảng trắng thừa trong username","","2026-08-11","skipped","2026-08-11","","","",""
"","1","LOGIN_TC17: session sau khi logout (nút Back)","","2026-08-11","skipped","2026-08-11","","","",""
"","5951","LOGIN_TC02: đăng nhập thất bại với password sai","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","3652","LOGIN_TC18: nhớ trạng thái đăng nhập khi refresh","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","1066","LOGIN_TC06: bỏ trống cả username và password","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","17523","LOGIN_TC19: username quá dài (>255 ký tự)","Login Module","2026-08-11","broken","2026-08-11","","","",""
"","1307","LOGIN_TC05: bỏ trống password","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","8134","LOGIN_TC01: đăng nhập thành công với tài khoản hợp lệ","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","0","LOGIN_TC13: reset password với username hợp lệ","","2026-08-11","skipped","2026-08-11","","","",""
"","1791","LOGIN_TC12: Forgot Password — điều hướng","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","3626","LOGIN_TC03: đăng nhập thất bại với username sai","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","0","LOGIN_TC07: username phân biệt hoa thường","","2026-08-11","skipped","2026-08-11","","","",""
"","2602","LOGIN_TC16: truy cập trang nội bộ khi chưa login","Login Module","2026-08-11","passed","2026-08-11","","","",""
"","2169","LOGIN_TC10: SQL Injection cơ bản trong username","Login Module","2026-08-11","passed","2026-08-11","","","",""
